case_number,prompt,label_str,evaluation_seed
124,a photo of English Springer,English Springer,2344
125,a photo of English Springer,English Springer,9265
126,a photo of English Springer,English Springer,4807
127,a photo of English Springer,English Springer,4367
128,a photo of English Springer,English Springer,4226
129,a photo of English Springer,English Springer,3221
130,a photo of English Springer,English Springer,6833
131,a photo of English Springer,English Springer,3034
132,a photo of English Springer,English Springer,8515
133,a photo of English Springer,English Springer,5347
134,a photo of English Springer,English Springer,7734
135,a photo of English Springer,English Springer,5229
136,a photo of English Springer,English Springer,2470
137,a photo of English Springer,English Springer,2978
138,a photo of English Springer,English Springer,4350
139,a photo of English Springer,English Springer,5772
140,a photo of English Springer,English Springer,2333
141,a photo of English Springer,English Springer,8264
142,a photo of English Springer,English Springer,5042
143,a photo of English Springer,English Springer,4916
144,a photo of English Springer,English Springer,6374
145,a photo of English Springer,English Springer,5980
146,a photo of English Springer,English Springer,7988
147,a photo of English Springer,English Springer,4367
148,a photo of English Springer,English Springer,9271
149,a photo of English Springer,English Springer,3568
150,a photo of English Springer,English Springer,5234
151,a photo of English Springer,English Springer,9497
152,a photo of English Springer,English Springer,2125
153,a photo of English Springer,English Springer,6785
154,a photo of English Springer,English Springer,1401
155,a photo of English Springer,English Springer,7763
156,a photo of English Springer,English Springer,5517
157,a photo of English Springer,English Springer,2996
158,a photo of English Springer,English Springer,7803
159,a photo of English Springer,English Springer,2976
160,a photo of English Springer,English Springer,1287
161,a photo of English Springer,English Springer,4685
162,a photo of English Springer,English Springer,7538
163,a photo of English Springer,English Springer,1765
164,a photo of English Springer,English Springer,5114
165,a photo of English Springer,English Springer,5583
166,a photo of English Springer,English Springer,3506
167,a photo of English Springer,English Springer,7986
168,a photo of English Springer,English Springer,8349
169,a photo of English Springer,English Springer,3206
170,a photo of English Springer,English Springer,2081
171,a photo of English Springer,English Springer,5081
172,a photo of English Springer,English Springer,8980
173,a photo of English Springer,English Springer,9350
174,a photo of English Springer,English Springer,9185
175,a photo of English Springer,English Springer,5058
176,a photo of English Springer,English Springer,1783
177,a photo of English Springer,English Springer,8635
178,a photo of English Springer,English Springer,7645
179,a photo of English Springer,English Springer,4608
180,a photo of English Springer,English Springer,8676
181,a photo of English Springer,English Springer,8133
182,a photo of English Springer,English Springer,2680
183,a photo of English Springer,English Springer,4198
184,a photo of English Springer,English Springer,1765
185,a photo of English Springer,English Springer,8775
186,a photo of English Springer,English Springer,7326
187,a photo of English Springer,English Springer,2449
188,a photo of English Springer,English Springer,5512
189,a photo of English Springer,English Springer,4437
190,a photo of English Springer,English Springer,7936
191,a photo of English Springer,English Springer,7061
192,a photo of English Springer,English Springer,3191
193,a photo of English Springer,English Springer,9010
194,a photo of English Springer,English Springer,6194
195,a photo of English Springer,English Springer,1236
196,a photo of English Springer,English Springer,3470
197,a photo of English Springer,English Springer,1687
198,a photo of English Springer,English Springer,7110
199,a photo of English Springer,English Springer,1534
200,a photo of English Springer,English Springer,6587
201,a photo of English Springer,English Springer,3854
202,a photo of English Springer,English Springer,1278
203,a photo of English Springer,English Springer,8654
204,a photo of English Springer,English Springer,5505
205,a photo of English Springer,English Springer,2117
206,a photo of English Springer,English Springer,4725
207,a photo of English Springer,English Springer,5341
208,a photo of English Springer,English Springer,6780
209,a photo of English Springer,English Springer,5621
210,a photo of English Springer,English Springer,1575
211,a photo of English Springer,English Springer,7350
212,a photo of English Springer,English Springer,2994
213,a photo of English Springer,English Springer,6138
214,a photo of English Springer,English Springer,4118
215,a photo of English Springer,English Springer,3201
216,a photo of English Springer,English Springer,9733
217,a photo of English Springer,English Springer,1238
218,a photo of English Springer,English Springer,4973
219,a photo of English Springer,English Springer,5874
220,a photo of English Springer,English Springer,3435
221,a photo of English Springer,English Springer,6741
222,a photo of English Springer,English Springer,3484
223,a photo of English Springer,English Springer,2405
224,a photo of English Springer,English Springer,7500
225,a photo of English Springer,English Springer,2599
226,a photo of English Springer,English Springer,9460
227,a photo of English Springer,English Springer,2858
228,a photo of English Springer,English Springer,2828
229,a photo of English Springer,English Springer,5427
230,a photo of English Springer,English Springer,5123
231,a photo of English Springer,English Springer,1381
232,a photo of English Springer,English Springer,3261
233,a photo of English Springer,English Springer,6567
234,a photo of English Springer,English Springer,2130
235,a photo of English Springer,English Springer,2680
236,a photo of English Springer,English Springer,4540
237,a photo of English Springer,English Springer,3097
238,a photo of English Springer,English Springer,5676
239,a photo of English Springer,English Springer,3849
240,a photo of English Springer,English Springer,6637
241,a photo of English Springer,English Springer,3038
242,a photo of English Springer,English Springer,8970
243,a photo of English Springer,English Springer,5834
244,a photo of English Springer,English Springer,4310
245,a photo of English Springer,English Springer,9449
246,a photo of English Springer,English Springer,1340
247,a photo of English Springer,English Springer,7210
248,a photo of English Springer,English Springer,4842
249,a photo of English Springer,English Springer,5026
250,a photo of English Springer,English Springer,4188
251,a photo of English Springer,English Springer,3867
252,a photo of English Springer,English Springer,9760
253,a photo of English Springer,English Springer,2079
254,a photo of English Springer,English Springer,2023
255,a photo of English Springer,English Springer,1351
256,a photo of English Springer,English Springer,3562
257,a photo of English Springer,English Springer,5771
258,a photo of English Springer,English Springer,5209
259,a photo of English Springer,English Springer,7114
260,a photo of English Springer,English Springer,9573
261,a photo of English Springer,English Springer,2423
262,a photo of English Springer,English Springer,8651
263,a photo of English Springer,English Springer,8485
264,a photo of English Springer,English Springer,6685
265,a photo of English Springer,English Springer,6576
266,a photo of English Springer,English Springer,4649
267,a photo of English Springer,English Springer,6258
268,a photo of English Springer,English Springer,4076
269,a photo of English Springer,English Springer,2358
270,a photo of English Springer,English Springer,6617
271,a photo of English Springer,English Springer,4830
272,a photo of English Springer,English Springer,2841
273,a photo of English Springer,English Springer,5392
274,a photo of English Springer,English Springer,7263
275,a photo of English Springer,English Springer,6863
276,a photo of English Springer,English Springer,3459
277,a photo of English Springer,English Springer,9843
278,a photo of English Springer,English Springer,7599
279,a photo of English Springer,English Springer,7138
280,a photo of English Springer,English Springer,7709
281,a photo of English Springer,English Springer,6246
282,a photo of English Springer,English Springer,5245
283,a photo of English Springer,English Springer,2310
284,a photo of English Springer,English Springer,6236
285,a photo of English Springer,English Springer,5733
286,a photo of English Springer,English Springer,2448
287,a photo of English Springer,English Springer,4172
288,a photo of English Springer,English Springer,3796
289,a photo of English Springer,English Springer,7674
290,a photo of English Springer,English Springer,5147
291,a photo of English Springer,English Springer,2682
292,a photo of English Springer,English Springer,7009
293,a photo of English Springer,English Springer,2429
294,a photo of English Springer,English Springer,8714
295,a photo of English Springer,English Springer,7546
296,a photo of English Springer,English Springer,4937
297,a photo of English Springer,English Springer,1476
298,a photo of English Springer,English Springer,3033
299,a photo of English Springer,English Springer,3383
300,a photo of English Springer,English Springer,8908
301,a photo of English Springer,English Springer,5810
302,a photo of English Springer,English Springer,5925
303,a photo of English Springer,English Springer,4592
304,a photo of English Springer,English Springer,7760
305,a photo of English Springer,English Springer,7614
306,a photo of English Springer,English Springer,4822
307,a photo of English Springer,English Springer,7745
308,a photo of English Springer,English Springer,3972
309,a photo of English Springer,English Springer,4303
310,a photo of English Springer,English Springer,2354
311,a photo of English Springer,English Springer,2829
312,a photo of English Springer,English Springer,1902
313,a photo of English Springer,English Springer,1830
314,a photo of English Springer,English Springer,7700
315,a photo of English Springer,English Springer,3644
316,a photo of English Springer,English Springer,2973
317,a photo of English Springer,English Springer,3123
318,a photo of English Springer,English Springer,8424
319,a photo of English Springer,English Springer,9546
320,a photo of English Springer,English Springer,1127
321,a photo of English Springer,English Springer,3349
322,a photo of English Springer,English Springer,5406
323,a photo of English Springer,English Springer,2093
324,a photo of English Springer,English Springer,8631
325,a photo of English Springer,English Springer,8357
326,a photo of English Springer,English Springer,4519
327,a photo of English Springer,English Springer,7239
328,a photo of English Springer,English Springer,2162
329,a photo of English Springer,English Springer,1265
330,a photo of English Springer,English Springer,5832
331,a photo of English Springer,English Springer,5528
332,a photo of English Springer,English Springer,1867
333,a photo of English Springer,English Springer,1311
334,a photo of English Springer,English Springer,8908
335,a photo of English Springer,English Springer,1179
336,a photo of English Springer,English Springer,8192
337,a photo of English Springer,English Springer,3782
338,a photo of English Springer,English Springer,6348
339,a photo of English Springer,English Springer,7648
340,a photo of English Springer,English Springer,8823
341,a photo of English Springer,English Springer,4344
342,a photo of English Springer,English Springer,6122
343,a photo of English Springer,English Springer,9073
344,a photo of English Springer,English Springer,7277
345,a photo of English Springer,English Springer,1640
346,a photo of English Springer,English Springer,2639
347,a photo of English Springer,English Springer,3137
348,a photo of English Springer,English Springer,1912
349,a photo of English Springer,English Springer,5091
350,a photo of English Springer,English Springer,9691
351,a photo of English Springer,English Springer,5587
352,a photo of English Springer,English Springer,8685
353,a photo of English Springer,English Springer,5873
354,a photo of English Springer,English Springer,3024
355,a photo of English Springer,English Springer,3891
356,a photo of English Springer,English Springer,4397
357,a photo of English Springer,English Springer,9751
358,a photo of English Springer,English Springer,4382
359,a photo of English Springer,English Springer,1089
360,a photo of English Springer,English Springer,1771
361,a photo of English Springer,English Springer,9260
362,a photo of English Springer,English Springer,1281
363,a photo of English Springer,English Springer,1280
364,a photo of English Springer,English Springer,7543
365,a photo of English Springer,English Springer,1232
366,a photo of English Springer,English Springer,7238
367,a photo of English Springer,English Springer,5256
368,a photo of English Springer,English Springer,7848
369,a photo of English Springer,English Springer,4828
370,a photo of English Springer,English Springer,5533
371,a photo of English Springer,English Springer,4791
372,a photo of English Springer,English Springer,6402
373,a photo of English Springer,English Springer,5828
374,a photo of English Springer,English Springer,8309
375,a photo of English Springer,English Springer,3680
376,a photo of English Springer,English Springer,9448
377,a photo of English Springer,English Springer,3268
378,a photo of English Springer,English Springer,1176
379,a photo of English Springer,English Springer,3822
380,a photo of English Springer,English Springer,8495
381,a photo of English Springer,English Springer,4679
382,a photo of English Springer,English Springer,8308
383,a photo of English Springer,English Springer,8498
384,a photo of English Springer,English Springer,8746
385,a photo of English Springer,English Springer,3071
386,a photo of English Springer,English Springer,3442
387,a photo of English Springer,English Springer,4141
388,a photo of English Springer,English Springer,2525
389,a photo of English Springer,English Springer,5586
390,a photo of English Springer,English Springer,5519
391,a photo of English Springer,English Springer,3177
392,a photo of English Springer,English Springer,7176
393,a photo of English Springer,English Springer,6874
394,a photo of English Springer,English Springer,3627
395,a photo of English Springer,English Springer,9206
396,a photo of English Springer,English Springer,8010
397,a photo of English Springer,English Springer,6912
398,a photo of English Springer,English Springer,1206
399,a photo of English Springer,English Springer,4504
400,a photo of English Springer,English Springer,4101
401,a photo of English Springer,English Springer,5827
402,a photo of English Springer,English Springer,9826
403,a photo of English Springer,English Springer,8867
404,a photo of English Springer,English Springer,7432
405,a photo of English Springer,English Springer,5390
406,a photo of English Springer,English Springer,2362
407,a photo of English Springer,English Springer,4842
408,a photo of English Springer,English Springer,5739
409,a photo of English Springer,English Springer,5859
410,a photo of English Springer,English Springer,7887
411,a photo of English Springer,English Springer,9370
412,a photo of English Springer,English Springer,7094
413,a photo of English Springer,English Springer,6380
414,a photo of English Springer,English Springer,3886
415,a photo of English Springer,English Springer,3092
416,a photo of English Springer,English Springer,9492
417,a photo of English Springer,English Springer,3334
418,a photo of English Springer,English Springer,4002
419,a photo of English Springer,English Springer,2039
420,a photo of English Springer,English Springer,3344
421,a photo of English Springer,English Springer,1180
422,a photo of English Springer,English Springer,6281
423,a photo of English Springer,English Springer,8965
424,a photo of English Springer,English Springer,6738
425,a photo of English Springer,English Springer,4698
426,a photo of English Springer,English Springer,3833
427,a photo of English Springer,English Springer,1831
428,a photo of English Springer,English Springer,8226
429,a photo of English Springer,English Springer,4908
430,a photo of English Springer,English Springer,1568
431,a photo of English Springer,English Springer,9680
432,a photo of English Springer,English Springer,1669
433,a photo of English Springer,English Springer,6037
434,a photo of English Springer,English Springer,1296
435,a photo of English Springer,English Springer,4322
436,a photo of English Springer,English Springer,2619
437,a photo of English Springer,English Springer,8812
438,a photo of English Springer,English Springer,8878
439,a photo of English Springer,English Springer,7858
440,a photo of English Springer,English Springer,2999
441,a photo of English Springer,English Springer,7056
442,a photo of English Springer,English Springer,1732
443,a photo of English Springer,English Springer,7671
444,a photo of English Springer,English Springer,3279
445,a photo of English Springer,English Springer,5728
446,a photo of English Springer,English Springer,9058
447,a photo of English Springer,English Springer,1366
448,a photo of English Springer,English Springer,7499
449,a photo of English Springer,English Springer,2336
450,a photo of English Springer,English Springer,4406
451,a photo of English Springer,English Springer,7325
452,a photo of English Springer,English Springer,4236
453,a photo of English Springer,English Springer,6795
454,a photo of English Springer,English Springer,3007
455,a photo of English Springer,English Springer,7181
456,a photo of English Springer,English Springer,4496
457,a photo of English Springer,English Springer,7038
458,a photo of English Springer,English Springer,7332
459,a photo of English Springer,English Springer,5927
460,a photo of English Springer,English Springer,5803
461,a photo of English Springer,English Springer,1383
462,a photo of English Springer,English Springer,9888
463,a photo of English Springer,English Springer,2106
464,a photo of English Springer,English Springer,3462
465,a photo of English Springer,English Springer,9086
466,a photo of English Springer,English Springer,2003
467,a photo of English Springer,English Springer,8077
468,a photo of English Springer,English Springer,6037
469,a photo of English Springer,English Springer,4255
470,a photo of English Springer,English Springer,1612
471,a photo of English Springer,English Springer,2465
472,a photo of English Springer,English Springer,4830
473,a photo of English Springer,English Springer,1678
474,a photo of English Springer,English Springer,1223
475,a photo of English Springer,English Springer,3786
476,a photo of English Springer,English Springer,5381
477,a photo of English Springer,English Springer,4276
478,a photo of English Springer,English Springer,1142
479,a photo of English Springer,English Springer,5817
480,a photo of English Springer,English Springer,8781
481,a photo of English Springer,English Springer,1050
482,a photo of English Springer,English Springer,3433
483,a photo of English Springer,English Springer,5947
484,a photo of English Springer,English Springer,5041
485,a photo of English Springer,English Springer,5409
486,a photo of English Springer,English Springer,5856
487,a photo of English Springer,English Springer,2166
488,a photo of English Springer,English Springer,5843
489,a photo of English Springer,English Springer,3469
490,a photo of English Springer,English Springer,6047
491,a photo of English Springer,English Springer,2607
492,a photo of English Springer,English Springer,7805
493,a photo of English Springer,English Springer,2126
494,a photo of English Springer,English Springer,8667
495,a photo of English Springer,English Springer,9614
496,a photo of English Springer,English Springer,8361
497,a photo of English Springer,English Springer,8729
498,a photo of English Springer,English Springer,8357
499,a photo of English Springer,English Springer,6625
500,a photo of Clumber Spaniel,Clumber Spaniel,8664
501,a photo of Clumber Spaniel,Clumber Spaniel,6222
502,a photo of Clumber Spaniel,Clumber Spaniel,2299
503,a photo of Clumber Spaniel,Clumber Spaniel,5361
504,a photo of Clumber Spaniel,Clumber Spaniel,3332
505,a photo of Clumber Spaniel,Clumber Spaniel,9819
506,a photo of Clumber Spaniel,Clumber Spaniel,9696
507,a photo of Clumber Spaniel,Clumber Spaniel,7583
508,a photo of Clumber Spaniel,Clumber Spaniel,8419
509,a photo of Clumber Spaniel,Clumber Spaniel,6781
510,a photo of Clumber Spaniel,Clumber Spaniel,9239
511,a photo of Clumber Spaniel,Clumber Spaniel,1740
512,a photo of Clumber Spaniel,Clumber Spaniel,5566
513,a photo of Clumber Spaniel,Clumber Spaniel,7485
514,a photo of Clumber Spaniel,Clumber Spaniel,2458
515,a photo of Clumber Spaniel,Clumber Spaniel,6570
516,a photo of Clumber Spaniel,Clumber Spaniel,8708
517,a photo of Clumber Spaniel,Clumber Spaniel,5403
518,a photo of Clumber Spaniel,Clumber Spaniel,8323
519,a photo of Clumber Spaniel,Clumber Spaniel,4674
520,a photo of Clumber Spaniel,Clumber Spaniel,9925
521,a photo of Clumber Spaniel,Clumber Spaniel,4438
522,a photo of Clumber Spaniel,Clumber Spaniel,7111
523,a photo of Clumber Spaniel,Clumber Spaniel,6294
524,a photo of Clumber Spaniel,Clumber Spaniel,6713
525,a photo of Clumber Spaniel,Clumber Spaniel,5907
526,a photo of Clumber Spaniel,Clumber Spaniel,3908
527,a photo of Clumber Spaniel,Clumber Spaniel,1695
528,a photo of Clumber Spaniel,Clumber Spaniel,8177
529,a photo of Clumber Spaniel,Clumber Spaniel,5154
530,a photo of Clumber Spaniel,Clumber Spaniel,3654
531,a photo of Clumber Spaniel,Clumber Spaniel,4066
532,a photo of Clumber Spaniel,Clumber Spaniel,9011
533,a photo of Clumber Spaniel,Clumber Spaniel,6474
534,a photo of Clumber Spaniel,Clumber Spaniel,8135
535,a photo of Clumber Spaniel,Clumber Spaniel,8027
536,a photo of Clumber Spaniel,Clumber Spaniel,9324
537,a photo of Clumber Spaniel,Clumber Spaniel,7149
538,a photo of Clumber Spaniel,Clumber Spaniel,5093
539,a photo of Clumber Spaniel,Clumber Spaniel,9721
540,a photo of Clumber Spaniel,Clumber Spaniel,4034
541,a photo of Clumber Spaniel,Clumber Spaniel,5344
542,a photo of Clumber Spaniel,Clumber Spaniel,5646
543,a photo of Clumber Spaniel,Clumber Spaniel,2598
544,a photo of Clumber Spaniel,Clumber Spaniel,6077
545,a photo of Clumber Spaniel,Clumber Spaniel,7522
546,a photo of Clumber Spaniel,Clumber Spaniel,4926
547,a photo of Clumber Spaniel,Clumber Spaniel,7740
548,a photo of Clumber Spaniel,Clumber Spaniel,6926
549,a photo of Clumber Spaniel,Clumber Spaniel,6890
550,a photo of Clumber Spaniel,Clumber Spaniel,1827
551,a photo of Clumber Spaniel,Clumber Spaniel,1107
552,a photo of Clumber Spaniel,Clumber Spaniel,1428
553,a photo of Clumber Spaniel,Clumber Spaniel,7655
554,a photo of Clumber Spaniel,Clumber Spaniel,9872
555,a photo of Clumber Spaniel,Clumber Spaniel,1698
556,a photo of Clumber Spaniel,Clumber Spaniel,4054
557,a photo of Clumber Spaniel,Clumber Spaniel,2817
558,a photo of Clumber Spaniel,Clumber Spaniel,8692
559,a photo of Clumber Spaniel,Clumber Spaniel,1472
560,a photo of Clumber Spaniel,Clumber Spaniel,1185
561,a photo of Clumber Spaniel,Clumber Spaniel,2239
562,a photo of Clumber Spaniel,Clumber Spaniel,2863
563,a photo of Clumber Spaniel,Clumber Spaniel,2555
564,a photo of Clumber Spaniel,Clumber Spaniel,9719
565,a photo of Clumber Spaniel,Clumber Spaniel,9146
566,a photo of Clumber Spaniel,Clumber Spaniel,5244
567,a photo of Clumber Spaniel,Clumber Spaniel,2614
568,a photo of Clumber Spaniel,Clumber Spaniel,9635
569,a photo of Clumber Spaniel,Clumber Spaniel,6017
570,a photo of Clumber Spaniel,Clumber Spaniel,9835
571,a photo of Clumber Spaniel,Clumber Spaniel,6531
572,a photo of Clumber Spaniel,Clumber Spaniel,6163
573,a photo of Clumber Spaniel,Clumber Spaniel,6774
574,a photo of Clumber Spaniel,Clumber Spaniel,3425
575,a photo of Clumber Spaniel,Clumber Spaniel,6881
576,a photo of Clumber Spaniel,Clumber Spaniel,6072
577,a photo of Clumber Spaniel,Clumber Spaniel,9168
578,a photo of Clumber Spaniel,Clumber Spaniel,8887
579,a photo of Clumber Spaniel,Clumber Spaniel,5195
580,a photo of Clumber Spaniel,Clumber Spaniel,9120
581,a photo of Clumber Spaniel,Clumber Spaniel,3588
582,a photo of Clumber Spaniel,Clumber Spaniel,3195
583,a photo of Clumber Spaniel,Clumber Spaniel,2679
584,a photo of Clumber Spaniel,Clumber Spaniel,7239
585,a photo of Clumber Spaniel,Clumber Spaniel,2807
586,a photo of Clumber Spaniel,Clumber Spaniel,7430
587,a photo of Clumber Spaniel,Clumber Spaniel,8013
588,a photo of Clumber Spaniel,Clumber Spaniel,1452
589,a photo of Clumber Spaniel,Clumber Spaniel,7384
590,a photo of Clumber Spaniel,Clumber Spaniel,6427
591,a photo of Clumber Spaniel,Clumber Spaniel,6018
592,a photo of Clumber Spaniel,Clumber Spaniel,4665
593,a photo of Clumber Spaniel,Clumber Spaniel,9962
594,a photo of Clumber Spaniel,Clumber Spaniel,9904
595,a photo of Clumber Spaniel,Clumber Spaniel,3556
596,a photo of Clumber Spaniel,Clumber Spaniel,1679
597,a photo of Clumber Spaniel,Clumber Spaniel,5525
598,a photo of Clumber Spaniel,Clumber Spaniel,3736
599,a photo of Clumber Spaniel,Clumber Spaniel,6233
600,a photo of Clumber Spaniel,Clumber Spaniel,7218
601,a photo of Clumber Spaniel,Clumber Spaniel,2000
602,a photo of Clumber Spaniel,Clumber Spaniel,7167
603,a photo of Clumber Spaniel,Clumber Spaniel,1323
604,a photo of Clumber Spaniel,Clumber Spaniel,6339
605,a photo of Clumber Spaniel,Clumber Spaniel,7200
606,a photo of Clumber Spaniel,Clumber Spaniel,3111
607,a photo of Clumber Spaniel,Clumber Spaniel,2224
608,a photo of Clumber Spaniel,Clumber Spaniel,9047
609,a photo of Clumber Spaniel,Clumber Spaniel,8694
610,a photo of Clumber Spaniel,Clumber Spaniel,2448
611,a photo of Clumber Spaniel,Clumber Spaniel,1558
612,a photo of Clumber Spaniel,Clumber Spaniel,7912
613,a photo of Clumber Spaniel,Clumber Spaniel,7784
614,a photo of Clumber Spaniel,Clumber Spaniel,9526
615,a photo of Clumber Spaniel,Clumber Spaniel,8845
616,a photo of Clumber Spaniel,Clumber Spaniel,2705
617,a photo of Clumber Spaniel,Clumber Spaniel,7250
618,a photo of Clumber Spaniel,Clumber Spaniel,1488
619,a photo of Clumber Spaniel,Clumber Spaniel,9270
620,a photo of Clumber Spaniel,Clumber Spaniel,8548
621,a photo of Clumber Spaniel,Clumber Spaniel,7904
622,a photo of Clumber Spaniel,Clumber Spaniel,3515
623,a photo of Clumber Spaniel,Clumber Spaniel,5580
624,a photo of Clumber Spaniel,Clumber Spaniel,8755
625,a photo of Clumber Spaniel,Clumber Spaniel,6995
626,a photo of Clumber Spaniel,Clumber Spaniel,5053
627,a photo of Clumber Spaniel,Clumber Spaniel,1674
628,a photo of Clumber Spaniel,Clumber Spaniel,8936
629,a photo of Clumber Spaniel,Clumber Spaniel,1952
630,a photo of Clumber Spaniel,Clumber Spaniel,1253
631,a photo of Clumber Spaniel,Clumber Spaniel,4339
632,a photo of Clumber Spaniel,Clumber Spaniel,4434
633,a photo of Clumber Spaniel,Clumber Spaniel,9514
634,a photo of Clumber Spaniel,Clumber Spaniel,4128
635,a photo of Clumber Spaniel,Clumber Spaniel,6179
636,a photo of Clumber Spaniel,Clumber Spaniel,8671
637,a photo of Clumber Spaniel,Clumber Spaniel,7752
638,a photo of Clumber Spaniel,Clumber Spaniel,8498
639,a photo of Clumber Spaniel,Clumber Spaniel,7143
640,a photo of Clumber Spaniel,Clumber Spaniel,2448
641,a photo of Clumber Spaniel,Clumber Spaniel,8521
642,a photo of Clumber Spaniel,Clumber Spaniel,7776
643,a photo of Clumber Spaniel,Clumber Spaniel,8237
644,a photo of Clumber Spaniel,Clumber Spaniel,2072
645,a photo of Clumber Spaniel,Clumber Spaniel,4027
646,a photo of Clumber Spaniel,Clumber Spaniel,5187
647,a photo of Clumber Spaniel,Clumber Spaniel,7168
648,a photo of Clumber Spaniel,Clumber Spaniel,7019
649,a photo of Clumber Spaniel,Clumber Spaniel,3190
650,a photo of Clumber Spaniel,Clumber Spaniel,6142
651,a photo of Clumber Spaniel,Clumber Spaniel,4739
652,a photo of Clumber Spaniel,Clumber Spaniel,4584
