case_number,prompt,label_str,evaluation_seed
144,a photo of Minster,Church,6374
145,a photo of Minster,Church,5980
146,a photo of Minster,Church,7988
147,a photo of Minster,Church,4367
148,a photo of Minster,Church,9271
149,a photo of Minster,Church,3568
150,a photo of Minster,Church,5234
151,a photo of Minster,Church,9497
152,a photo of Minster,Church,2125
153,a photo of Minster,Church,6785
154,a photo of Minster,Church,1401
155,a photo of Minster,Church,7763
156,a photo of Minster,Church,5517
157,a photo of Minster,Church,2996
158,a photo of Minster,Church,7803
159,a photo of Minster,Church,2976
160,a photo of Basilica,Church,1287
161,a photo of Basilica,Church,4685
162,a photo of Basilica,Church,7538
163,a photo of Basilica,Church,1765
164,a photo of Basilica,Church,5114
165,a photo of Basilica,Church,5583
166,a photo of Basilica,Church,3506
167,a photo of Basilica,Church,7986
168,a photo of Basilica,Church,8349
169,a photo of Basilica,Church,3206
170,a photo of Basilica,Church,2081
171,a photo of Basilica,Church,5081
172,a photo of Basilica,Church,8980
173,a photo of Basilica,Church,9350
174,a photo of Basilica,Church,9185
175,a photo of Basilica,Church,5058
176,a photo of Basilica,Church,1783
177,a photo of Basilica,Church,8635
178,a photo of Basilica,Church,7645
179,a photo of Basilica,Church,4608
180,a photo of Parish,Church,8676
181,a photo of Parish,Church,8133
182,a photo of Parish,Church,2680
183,a photo of Parish,Church,4198
184,a photo of Parish,Church,1765
185,a photo of Parish,Church,8775
186,a photo of Parish,Church,7326
187,a photo of Parish,Church,2449
188,a photo of Parish,Church,5512
189,a photo of Parish,Church,4437
190,a photo of Parish,Church,7936
191,a photo of Parish,Church,7061
192,a photo of Parish,Church,3191
193,a photo of Parish,Church,9010
194,a photo of Parish,Church,6194
195,a photo of Parish,Church,1236
196,a photo of Parish,Church,3470
197,a photo of Parish,Church,1687
198,a photo of Parish,Church,7110
199,a photo of Parish,Church,1534
200,a photo of Dustcart,Garbage truck,6587
201,a photo of Dustcart,Garbage truck,3854
202,a photo of Dustcart,Garbage truck,1278
203,a photo of Dustcart,Garbage truck,8654
204,a photo of Dustcart,Garbage truck,5505
205,a photo of Dustcart,Garbage truck,2117
206,a photo of Dustcart,Garbage truck,4725
207,a photo of Dustcart,Garbage truck,5341
208,a photo of Dustcart,Garbage truck,6780
209,a photo of Dustcart,Garbage truck,5621
210,a photo of Dustcart,Garbage truck,1575
211,a photo of Dustcart,Garbage truck,7350
212,a photo of Dustcart,Garbage truck,2994
213,a photo of Dustcart,Garbage truck,6138
214,a photo of Dustcart,Garbage truck,4118
215,a photo of Dustcart,Garbage truck,3201
216,a photo of Dustcart,Garbage truck,9733
217,a photo of Dustcart,Garbage truck,1238
218,a photo of Dustcart,Garbage truck,4973
219,a photo of Dustcart,Garbage truck,5874
220,a photo of Trash Truck,Garbage truck,3435
221,a photo of Trash Truck,Garbage truck,6741
222,a photo of Trash Truck,Garbage truck,3484
223,a photo of Trash Truck,Garbage truck,2405
224,a photo of Trash Truck,Garbage truck,7500
225,a photo of Trash Truck,Garbage truck,2599
226,a photo of Trash Truck,Garbage truck,9460
227,a photo of Trash Truck,Garbage truck,2858
228,a photo of Trash Truck,Garbage truck,2828
229,a photo of Trash Truck,Garbage truck,5427
230,a photo of Trash Truck,Garbage truck,5123
231,a photo of Trash Truck,Garbage truck,1381
232,a photo of Trash Truck,Garbage truck,3261
233,a photo of Trash Truck,Garbage truck,6567
234,a photo of Trash Truck,Garbage truck,2130
235,a photo of Trash Truck,Garbage truck,2680
236,a photo of Trash Truck,Garbage truck,4540
237,a photo of Trash Truck,Garbage truck,3097
238,a photo of Trash Truck,Garbage truck,5676
239,a photo of Trash Truck,Garbage truck,3849
240,a photo of Refuse Truck,Garbage truck,6637
241,a photo of Refuse Truck,Garbage truck,3038
242,a photo of Refuse Truck,Garbage truck,8970
243,a photo of Refuse Truck,Garbage truck,5834
244,a photo of Refuse Truck,Garbage truck,4310
245,a photo of Refuse Truck,Garbage truck,9449
246,a photo of Refuse Truck,Garbage truck,1340
247,a photo of Refuse Truck,Garbage truck,7210
248,a photo of Refuse Truck,Garbage truck,4842
249,a photo of Refuse Truck,Garbage truck,5026
250,a photo of Refuse Truck,Garbage truck,4188
251,a photo of Refuse Truck,Garbage truck,3867
252,a photo of Refuse Truck,Garbage truck,9760
253,a photo of Refuse Truck,Garbage truck,2079
254,a photo of Refuse Truck,Garbage truck,2023
255,a photo of Refuse Truck,Garbage truck,1351
256,a photo of Refuse Truck,Garbage truck,3562
257,a photo of Refuse Truck,Garbage truck,5771
258,a photo of Refuse Truck,Garbage truck,5209
259,a photo of Refuse Truck,Garbage truck,7114
260,a photo of Waste collection vehicle,Garbage truck,9573
261,a photo of Waste collection vehicle,Garbage truck,2423
262,a photo of Waste collection vehicle,Garbage truck,8651
263,a photo of Waste collection vehicle,Garbage truck,8485
264,a photo of Waste collection vehicle,Garbage truck,6685
265,a photo of Waste collection vehicle,Garbage truck,6576
266,a photo of Waste collection vehicle,Garbage truck,4649
267,a photo of Waste collection vehicle,Garbage truck,6258
268,a photo of Waste collection vehicle,Garbage truck,4076
269,a photo of Waste collection vehicle,Garbage truck,2358
270,a photo of Waste collection vehicle,Garbage truck,6617
271,a photo of Waste collection vehicle,Garbage truck,4830
272,a photo of Waste collection vehicle,Garbage truck,2841
273,a photo of Waste collection vehicle,Garbage truck,5392
274,a photo of Waste collection vehicle,Garbage truck,7263
275,a photo of Waste collection vehicle,Garbage truck,6863
276,a photo of Waste collection vehicle,Garbage truck,3459
277,a photo of Waste collection vehicle,Garbage truck,9843
278,a photo of Waste collection vehicle,Garbage truck,7599
279,a photo of Waste collection vehicle,Garbage truck,7138
280,a photo of Sanitation truck,Garbage truck,7709
281,a photo of Sanitation truck,Garbage truck,6246
282,a photo of Sanitation truck,Garbage truck,5245
283,a photo of Sanitation truck,Garbage truck,2310
284,a photo of Sanitation truck,Garbage truck,6236
285,a photo of Sanitation truck,Garbage truck,5733
286,a photo of Sanitation truck,Garbage truck,2448
287,a photo of Sanitation truck,Garbage truck,4172
288,a photo of Sanitation truck,Garbage truck,3796
289,a photo of Sanitation truck,Garbage truck,7674
290,a photo of Sanitation truck,Garbage truck,5147
291,a photo of Sanitation truck,Garbage truck,2682
292,a photo of Sanitation truck,Garbage truck,7009
293,a photo of Sanitation truck,Garbage truck,2429
294,a photo of Sanitation truck,Garbage truck,8714
295,a photo of Sanitation truck,Garbage truck,7546
296,a photo of Sanitation truck,Garbage truck,4937
297,a photo of Sanitation truck,Garbage truck,1476
298,a photo of Sanitation truck,Garbage truck,3033
299,a photo of Sanitation truck,Garbage truck,3383
300,a photo of Skydiving chute,Parachute,8908
301,a photo of Skydiving chute,Parachute,5810
302,a photo of Skydiving chute,Parachute,5925
303,a photo of Skydiving chute,Parachute,4592
304,a photo of Skydiving chute,Parachute,7760
305,a photo of Skydiving chute,Parachute,7614
306,a photo of Skydiving chute,Parachute,4822
307,a photo of Skydiving chute,Parachute,7745
308,a photo of Skydiving chute,Parachute,3972
309,a photo of Skydiving chute,Parachute,4303
310,a photo of Skydiving chute,Parachute,2354
311,a photo of Skydiving chute,Parachute,2829
312,a photo of Skydiving chute,Parachute,1902
313,a photo of Skydiving chute,Parachute,1830
314,a photo of Skydiving chute,Parachute,7700
315,a photo of Skydiving chute,Parachute,3644
316,a photo of Skydiving chute,Parachute,2973
317,a photo of Skydiving chute,Parachute,3123
318,a photo of Skydiving chute,Parachute,8424
319,a photo of Skydiving chute,Parachute,9546
320,a photo of Skydiving chute,Parachute,1127
321,a photo of Skydiving chute,Parachute,3349
322,a photo of Skydiving chute,Parachute,5406
323,a photo of Skydiving chute,Parachute,2093
324,a photo of Skydiving chute,Parachute,8631
325,a photo of Skydiving chute,Parachute,8357
326,a photo of Skydiving chute,Parachute,4519
327,a photo of Skydiving chute,Parachute,7239
328,a photo of Skydiving chute,Parachute,2162
329,a photo of Skydiving chute,Parachute,1265
330,a photo of Skydiving chute,Parachute,5832
331,a photo of Skydiving chute,Parachute,5528
332,a photo of Skydiving chute,Parachute,1867
333,a photo of Paraglider,Parachute,1311
334,a photo of Paraglider,Parachute,8908
335,a photo of Paraglider,Parachute,1179
336,a photo of Paraglider,Parachute,8192
337,a photo of Paraglider,Parachute,3782
338,a photo of Paraglider,Parachute,6348
339,a photo of Paraglider,Parachute,7648
340,a photo of Paraglider,Parachute,8823
341,a photo of Paraglider,Parachute,4344
342,a photo of Paraglider,Parachute,6122
343,a photo of Paraglider,Parachute,9073
344,a photo of Paraglider,Parachute,7277
345,a photo of Paraglider,Parachute,1640
346,a photo of Paraglider,Parachute,2639
347,a photo of Paraglider,Parachute,3137
348,a photo of Paraglider,Parachute,1912
349,a photo of Paraglider,Parachute,5091
350,a photo of Paraglider,Parachute,9691
351,a photo of Paraglider,Parachute,5587
352,a photo of Paraglider,Parachute,8685
353,a photo of Paraglider,Parachute,5873
354,a photo of Paraglider,Parachute,3024
355,a photo of Paraglider,Parachute,3891
356,a photo of Paraglider,Parachute,4397
357,a photo of Paraglider,Parachute,9751
358,a photo of Paraglider,Parachute,4382
359,a photo of Paraglider,Parachute,1089
360,a photo of Paraglider,Parachute,1771
361,a photo of Paraglider,Parachute,9260
362,a photo of Paraglider,Parachute,1281
363,a photo of Paraglider,Parachute,1280
364,a photo of Paraglider,Parachute,7543
365,a photo of Paraglider,Parachute,1232
366,a photo of Parafoil,Parachute,7238
367,a photo of Parafoil,Parachute,5256
368,a photo of Parafoil,Parachute,7848
369,a photo of Parafoil,Parachute,4828
370,a photo of Parafoil,Parachute,5533
371,a photo of Parafoil,Parachute,4791
372,a photo of Parafoil,Parachute,6402
373,a photo of Parafoil,Parachute,5828
374,a photo of Parafoil,Parachute,8309
375,a photo of Parafoil,Parachute,3680
376,a photo of Parafoil,Parachute,9448
377,a photo of Parafoil,Parachute,3268
378,a photo of Parafoil,Parachute,1176
379,a photo of Parafoil,Parachute,3822
380,a photo of Parafoil,Parachute,8495
381,a photo of Parafoil,Parachute,4679
382,a photo of Parafoil,Parachute,8308
383,a photo of Parafoil,Parachute,8498
384,a photo of Parafoil,Parachute,8746
385,a photo of Parafoil,Parachute,3071
386,a photo of Parafoil,Parachute,3442
387,a photo of Parafoil,Parachute,4141
388,a photo of Parafoil,Parachute,2525
389,a photo of Parafoil,Parachute,5586
390,a photo of Parafoil,Parachute,5519
391,a photo of Parafoil,Parachute,3177
392,a photo of Parafoil,Parachute,7176
393,a photo of Parafoil,Parachute,6874
394,a photo of Parafoil,Parachute,3627
395,a photo of Parafoil,Parachute,9206
396,a photo of Parafoil,Parachute,8010
397,a photo of Parafoil,Parachute,6912
398,a photo of Parafoil,Parachute,1206
399,a photo of Parafoil,Parachute,4504
400,a photo of Horn,French horn,4101
401,a photo of Horn,French horn,5827
402,a photo of Horn,French horn,9826
403,a photo of Horn,French horn,8867
404,a photo of Horn,French horn,7432
405,a photo of Horn,French horn,5390
406,a photo of Horn,French horn,2362
407,a photo of Horn,French horn,4842
408,a photo of Horn,French horn,5739
409,a photo of Horn,French horn,5859
410,a photo of Horn,French horn,7887
411,a photo of Horn,French horn,9370
412,a photo of Horn,French horn,7094
413,a photo of Horn,French horn,6380
414,a photo of Horn,French horn,3886
415,a photo of Horn,French horn,3092
416,a photo of Horn,French horn,9492
417,a photo of Horn,French horn,3334
418,a photo of Horn,French horn,4002
419,a photo of Horn,French horn,2039
420,a photo of Brass horn,French horn,3344
421,a photo of Brass horn,French horn,1180
422,a photo of Brass horn,French horn,6281
423,a photo of Brass horn,French horn,8965
424,a photo of Brass horn,French horn,6738
425,a photo of Brass horn,French horn,4698
426,a photo of Brass horn,French horn,3833
427,a photo of Brass horn,French horn,1831
428,a photo of Brass horn,French horn,8226
429,a photo of Brass horn,French horn,4908
430,a photo of Brass horn,French horn,1568
431,a photo of Brass horn,French horn,9680
432,a photo of Brass horn,French horn,1669
433,a photo of Brass horn,French horn,6037
434,a photo of Brass horn,French horn,1296
435,a photo of Brass horn,French horn,4322
436,a photo of Brass horn,French horn,2619
437,a photo of Brass horn,French horn,8812
438,a photo of Brass horn,French horn,8878
439,a photo of Brass horn,French horn,7858
440,a photo of Double horn,French horn,2999
441,a photo of Double horn,French horn,7056
442,a photo of Double horn,French horn,1732
443,a photo of Double horn,French horn,7671
444,a photo of Double horn,French horn,3279
445,a photo of Double horn,French horn,5728
446,a photo of Double horn,French horn,9058
447,a photo of Double horn,French horn,1366
448,a photo of Double horn,French horn,7499
449,a photo of Double horn,French horn,2336
450,a photo of Double horn,French horn,4406
451,a photo of Double horn,French horn,7325
452,a photo of Double horn,French horn,4236
453,a photo of Double horn,French horn,6795
454,a photo of Double horn,French horn,3007
455,a photo of Double horn,French horn,7181
456,a photo of Double horn,French horn,4496
457,a photo of Double horn,French horn,7038
458,a photo of Double horn,French horn,7332
459,a photo of Double horn,French horn,5927
460,a photo of German horn,French horn,5803
461,a photo of German horn,French horn,1383
462,a photo of German horn,French horn,9888
463,a photo of German horn,French horn,2106
464,a photo of German horn,French horn,3462
465,a photo of German horn,French horn,9086
466,a photo of German horn,French horn,2003
467,a photo of German horn,French horn,8077
468,a photo of German horn,French horn,6037
469,a photo of German horn,French horn,4255
470,a photo of German horn,French horn,1612
471,a photo of German horn,French horn,2465
472,a photo of German horn,French horn,4830
473,a photo of German horn,French horn,1678
474,a photo of German horn,French horn,1223
475,a photo of German horn,French horn,3786
476,a photo of German horn,French horn,5381
477,a photo of German horn,French horn,4276
478,a photo of German horn,French horn,1142
479,a photo of German horn,French horn,5817
480,a photo of Vienna horn,French horn,8781
481,a photo of Vienna horn,French horn,1050
482,a photo of Vienna horn,French horn,3433
483,a photo of Vienna horn,French horn,5947
484,a photo of Vienna horn,French horn,5041
485,a photo of Vienna horn,French horn,5409
486,a photo of Vienna horn,French horn,5856
487,a photo of Vienna horn,French horn,2166
488,a photo of Vienna horn,French horn,5843
489,a photo of Vienna horn,French horn,3469
490,a photo of Vienna horn,French horn,6047
491,a photo of Vienna horn,French horn,2607
492,a photo of Vienna horn,French horn,7805
493,a photo of Vienna horn,French horn,2126
494,a photo of Vienna horn,French horn,8667
495,a photo of Vienna horn,French horn,9614
496,a photo of Vienna horn,French horn,8361
497,a photo of Vienna horn,French horn,8729
498,a photo of Vienna horn,French horn,8357
499,a photo of Vienna horn,French horn,6625
500,a photo of Chainsaw,Chain saw,8664
501,a photo of Chainsaw,Chain saw,6222
502,a photo of Chainsaw,Chain saw,2299
503,a photo of Chainsaw,Chain saw,5361
504,a photo of Chainsaw,Chain saw,3332
505,a photo of Chainsaw,Chain saw,9819
506,a photo of Chainsaw,Chain saw,9696
507,a photo of Chainsaw,Chain saw,7583
508,a photo of Chainsaw,Chain saw,8419
509,a photo of Chainsaw,Chain saw,6781
510,a photo of Chainsaw,Chain saw,9239
511,a photo of Chainsaw,Chain saw,1740
512,a photo of Chainsaw,Chain saw,5566
513,a photo of Chainsaw,Chain saw,7485
514,a photo of Chainsaw,Chain saw,2458
515,a photo of Chainsaw,Chain saw,6570
516,a photo of Chainsaw,Chain saw,8708
517,a photo of Chainsaw,Chain saw,5403
518,a photo of Chainsaw,Chain saw,8323
519,a photo of Chainsaw,Chain saw,4674
520,a photo of Chainsaw,Chain saw,9925
521,a photo of Chainsaw,Chain saw,4438
522,a photo of Chainsaw,Chain saw,7111
523,a photo of Chainsaw,Chain saw,6294
524,a photo of Chainsaw,Chain saw,6713
525,a photo of Power saw,Chain saw,5907
526,a photo of Power saw,Chain saw,3908
527,a photo of Power saw,Chain saw,1695
528,a photo of Power saw,Chain saw,8177
529,a photo of Power saw,Chain saw,5154
530,a photo of Power saw,Chain saw,3654
531,a photo of Power saw,Chain saw,4066
532,a photo of Power saw,Chain saw,9011
533,a photo of Power saw,Chain saw,6474
534,a photo of Power saw,Chain saw,8135
535,a photo of Power saw,Chain saw,8027
536,a photo of Power saw,Chain saw,9324
537,a photo of Power saw,Chain saw,7149
538,a photo of Power saw,Chain saw,5093
539,a photo of Power saw,Chain saw,9721
540,a photo of Power saw,Chain saw,4034
541,a photo of Power saw,Chain saw,5344
542,a photo of Power saw,Chain saw,5646
543,a photo of Power saw,Chain saw,2598
544,a photo of Power saw,Chain saw,6077
545,a photo of Power saw,Chain saw,7522
546,a photo of Power saw,Chain saw,4926
547,a photo of Power saw,Chain saw,7740
548,a photo of Power saw,Chain saw,6926
549,a photo of Power saw,Chain saw,6890
550,a photo of Tree saw,Chain saw,1827
551,a photo of Tree saw,Chain saw,1107
552,a photo of Tree saw,Chain saw,1428
553,a photo of Tree saw,Chain saw,7655
554,a photo of Tree saw,Chain saw,9872
555,a photo of Tree saw,Chain saw,1698
556,a photo of Tree saw,Chain saw,4054
557,a photo of Tree saw,Chain saw,2817
558,a photo of Tree saw,Chain saw,8692
559,a photo of Tree saw,Chain saw,1472
560,a photo of Tree saw,Chain saw,1185
561,a photo of Tree saw,Chain saw,2239
562,a photo of Tree saw,Chain saw,2863
563,a photo of Tree saw,Chain saw,2555
564,a photo of Tree saw,Chain saw,9719
565,a photo of Tree saw,Chain saw,9146
566,a photo of Tree saw,Chain saw,5244
567,a photo of Tree saw,Chain saw,2614
568,a photo of Tree saw,Chain saw,9635
569,a photo of Tree saw,Chain saw,6017
570,a photo of Tree saw,Chain saw,9835
571,a photo of Tree saw,Chain saw,6531
572,a photo of Tree saw,Chain saw,6163
573,a photo of Tree saw,Chain saw,6774
574,a photo of Tree saw,Chain saw,3425
575,a photo of Handheld saw,Chain saw,6881
576,a photo of Handheld saw,Chain saw,6072
577,a photo of Handheld saw,Chain saw,9168
578,a photo of Handheld saw,Chain saw,8887
579,a photo of Handheld saw,Chain saw,5195
580,a photo of Handheld saw,Chain saw,9120
581,a photo of Handheld saw,Chain saw,3588
582,a photo of Handheld saw,Chain saw,3195
583,a photo of Handheld saw,Chain saw,2679
584,a photo of Handheld saw,Chain saw,7239
585,a photo of Handheld saw,Chain saw,2807
586,a photo of Handheld saw,Chain saw,7430
587,a photo of Handheld saw,Chain saw,8013
588,a photo of Handheld saw,Chain saw,1452
589,a photo of Handheld saw,Chain saw,7384
590,a photo of Handheld saw,Chain saw,6427
591,a photo of Handheld saw,Chain saw,6018
592,a photo of Handheld saw,Chain saw,4665
593,a photo of Handheld saw,Chain saw,9962
594,a photo of Handheld saw,Chain saw,9904
595,a photo of Handheld saw,Chain saw,3556
596,a photo of Handheld saw,Chain saw,1679
597,a photo of Handheld saw,Chain saw,5525
598,a photo of Handheld saw,Chain saw,3736
599,a photo of Handheld saw,Chain saw,6233
600,a photo of Fuel dispenser,Gas pump,7218
601,a photo of Fuel dispenser,Gas pump,2000
602,a photo of Fuel dispenser,Gas pump,7167
603,a photo of Fuel dispenser,Gas pump,1323
604,a photo of Fuel dispenser,Gas pump,6339
605,a photo of Fuel dispenser,Gas pump,7200
606,a photo of Fuel dispenser,Gas pump,3111
607,a photo of Fuel dispenser,Gas pump,2224
608,a photo of Fuel dispenser,Gas pump,9047
609,a photo of Fuel dispenser,Gas pump,8694
610,a photo of Fuel dispenser,Gas pump,2448
611,a photo of Fuel dispenser,Gas pump,1558
612,a photo of Fuel dispenser,Gas pump,7912
613,a photo of Fuel dispenser,Gas pump,7784
614,a photo of Fuel dispenser,Gas pump,9526
615,a photo of Fuel dispenser,Gas pump,8845
616,a photo of Fuel dispenser,Gas pump,2705
617,a photo of Fuel dispenser,Gas pump,7250
618,a photo of Fuel dispenser,Gas pump,1488
619,a photo of Fuel dispenser,Gas pump,9270
620,a photo of Petrol pump,Gas pump,8548
621,a photo of Petrol pump,Gas pump,7904
622,a photo of Petrol pump,Gas pump,3515
623,a photo of Petrol pump,Gas pump,5580
624,a photo of Petrol pump,Gas pump,8755
625,a photo of Petrol pump,Gas pump,6995
626,a photo of Petrol pump,Gas pump,5053
627,a photo of Petrol pump,Gas pump,1674
628,a photo of Petrol pump,Gas pump,8936
629,a photo of Petrol pump,Gas pump,1952
630,a photo of Petrol pump,Gas pump,1253
631,a photo of Petrol pump,Gas pump,4339
632,a photo of Petrol pump,Gas pump,4434
633,a photo of Petrol pump,Gas pump,9514
634,a photo of Petrol pump,Gas pump,4128
635,a photo of Petrol pump,Gas pump,6179
636,a photo of Petrol pump,Gas pump,8671
637,a photo of Petrol pump,Gas pump,7752
638,a photo of Petrol pump,Gas pump,8498
639,a photo of Petrol pump,Gas pump,7143
640,a photo of Fuel pump,Gas pump,2448
641,a photo of Fuel pump,Gas pump,8521
642,a photo of Fuel pump,Gas pump,7776
643,a photo of Fuel pump,Gas pump,8237
644,a photo of Fuel pump,Gas pump,2072
645,a photo of Fuel pump,Gas pump,4027
646,a photo of Fuel pump,Gas pump,5187
647,a photo of Fuel pump,Gas pump,7168
648,a photo of Fuel pump,Gas pump,7019
649,a photo of Fuel pump,Gas pump,3190
650,a photo of Fuel pump,Gas pump,6142
651,a photo of Fuel pump,Gas pump,4739
652,a photo of Fuel pump,Gas pump,4584
653,a photo of Fuel pump,Gas pump,7762
654,a photo of Fuel pump,Gas pump,1605
655,a photo of Fuel pump,Gas pump,7244
656,a photo of Fuel pump,Gas pump,3455
657,a photo of Fuel pump,Gas pump,8825
658,a photo of Fuel pump,Gas pump,7356
659,a photo of Fuel pump,Gas pump,8399
660,a photo of Gasoline pump,Gas pump,9759
661,a photo of Gasoline pump,Gas pump,3270
662,a photo of Gasoline pump,Gas pump,7015
663,a photo of Gasoline pump,Gas pump,8784
664,a photo of Gasoline pump,Gas pump,1119
665,a photo of Gasoline pump,Gas pump,4832
666,a photo of Gasoline pump,Gas pump,4778
667,a photo of Gasoline pump,Gas pump,5065
668,a photo of Gasoline pump,Gas pump,3290
669,a photo of Gasoline pump,Gas pump,5498
670,a photo of Gasoline pump,Gas pump,9855
671,a photo of Gasoline pump,Gas pump,5915
672,a photo of Gasoline pump,Gas pump,9810
673,a photo of Gasoline pump,Gas pump,3829
674,a photo of Gasoline pump,Gas pump,8411
675,a photo of Gasoline pump,Gas pump,9085
676,a photo of Gasoline pump,Gas pump,2101
